Comunidad autónoma;Divisiones COICOP;Año;Total
Melilla;02. Bebidas alcohólicas, tabaco y narcóticos;2019;34.586
Melilla;02. Bebidas alcohólicas, tabaco y narcóticos;2020;37.538
Melilla;02. Bebidas alcohólicas, tabaco y narcóticos;2021;35.800
Melilla;02. Bebidas alcohólicas, tabaco y narcóticos;2022 (P);34.276
Melilla;03. Artículos de vestir y calzado;2016;58.776
Melilla;03. Artículos de vestir y calzado;2017;57.540
Melilla;03. Artículos de vestir y calzado;2018;52.744
Melilla;03. Artículos de vestir y calzado;2019;50.142
Melilla;03. Artículos de vestir y calzado;2020;38.654
Melilla;03. Artículos de vestir y calzado;2021;48.735
Melilla;03. Artículos de vestir y calzado;2022 (P);53.302
Melilla;04. Vivienda, agua, electricidad, gas y otros combustibles;2016;195.211
Melilla;04. Vivienda, agua, electricidad, gas y otros combustibles;2017;198.983
Melilla;04. Vivienda, agua, electricidad, gas y otros combustibles;2018;200.573
Melilla;04. Vivienda, agua, electricidad, gas y otros combustibles;2019;205.637
Melilla;04. Vivienda, agua, electricidad, gas y otros combustibles;2020;201.397
Melilla;04. Vivienda, agua, electricidad, gas y otros combustibles;2021;211.984
Melilla;04. Vivienda, agua, electricidad, gas y otros combustibles;2022 (P);222.412
Melilla;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2016;51.374
Melilla;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2017;53.085
Melilla;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2018;56.272
Melilla;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2019;54.046
Melilla;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2020;48.300
Melilla;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2021;48.228
Melilla;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2022 (P);49.549
Melilla;06. Salud;2016;45.720
Melilla;06. Salud;2017;51.935
Melilla;06. Salud;2018;59.574
Melilla;06. Salud;2019;57.863
Melilla;06. Salud;2020;47.994
Melilla;06. Salud;2021;44.938
Melilla;06. Salud;2022 (P);41.313
Melilla;07. Transporte;2016;106.059
Melilla;07. Transporte;2017;111.232
Melilla;07. Transporte;2018;119.799
Melilla;07. Transporte;2019;115.961
Melilla;07. Transporte;2020;94.827
Melilla;07. Transporte;2021;103.212
Melilla;07. Transporte;2022 (P);119.273
Melilla;08. Información y comunicación;2016;28.199
Melilla;08. Información y comunicación;2017;31.467
Melilla;08. Información y comunicación;2018;33.845
Melilla;08. Información y comunicación;2019;33.610
Melilla;08. Información y comunicación;2020;33.948
Melilla;08. Información y comunicación;2021;35.244
Melilla;08. Información y comunicación;2022 (P);36.437
Melilla;09. Ocio, deporte y cultura;2016;46.512
Melilla;09. Ocio, deporte y cultura;2017;52.196
Melilla;09. Ocio, deporte y cultura;2018;57.800
Melilla;09. Ocio, deporte y cultura;2019;60.128
Melilla;09. Ocio, deporte y cultura;2020;39.336
Melilla;09. Ocio, deporte y cultura;2021;47.827
Melilla;09. Ocio, deporte y cultura;2022 (P);64.474
Melilla;10. Servicios para la educación;2016;11.429
Melilla;10. Servicios para la educación;2017;11.843
Melilla;10. Servicios para la educación;2018;13.121
Melilla;10. Servicios para la educación;2019;12.519
Melilla;10. Servicios para la educación;2020;11.755
Melilla;10. Servicios para la educación;2021;11.058
Melilla;10. Servicios para la educación;2022 (P);11.008
Melilla;11. Restaurantes y servicios de alojamiento;2016;90.327
Melilla;11. Restaurantes y servicios de alojamiento;2017;92.261
Melilla;11. Restaurantes y servicios de alojamiento;2018;96.996
Melilla;11. Restaurantes y servicios de alojamiento;2019;98.732
Melilla;11. Restaurantes y servicios de alojamiento;2020;63.999
Melilla;11. Restaurantes y servicios de alojamiento;2021;73.173
Melilla;11. Restaurantes y servicios de alojamiento;2022 (P);104.059
Melilla;12. Seguros y servicios financieros;2016;16.036
Melilla;12. Seguros y servicios financieros;2017;35.265
Melilla;12. Seguros y servicios financieros;2018;49.291
Melilla;12. Seguros y servicios financieros;2019;48.001
Melilla;12. Seguros y servicios financieros;2020;42.847
Melilla;12. Seguros y servicios financieros;2021;40.120
Melilla;12. Seguros y servicios financieros;2022 (P);44.775
Melilla;13. Cuidados personales, protección social y bienes y servicios varios;2016;25.631
Melilla;13. Cuidados personales, protección social y bienes y servicios varios;2017;54.663
Melilla;13. Cuidados personales, protección social y bienes y servicios varios;2018;81.631
Melilla;13. Cuidados personales, protección social y bienes y servicios varios;2019;74.256
Melilla;13. Cuidados personales, protección social y bienes y servicios varios;2020;58.938
Melilla;13. Cuidados personales, protección social y bienes y servicios varios;2021;60.048
Melilla;13. Cuidados personales, protección social y bienes y servicios varios;2022 (P);66.255
Melilla;Total gasto en consumo final de los hogares interior;2016;841.152
Melilla;Total gasto en consumo final de los hogares interior;2017;917.695
Melilla;Total gasto en consumo final de los hogares interior;2018;989.727
Melilla;Total gasto en consumo final de los hogares interior;2019;973.979
Melilla;Total gasto en consumo final de los hogares interior;2020;861.046
Melilla;Total gasto en consumo final de los hogares interior;2021;891.413
Melilla;Total gasto en consumo final de los hogares interior;2022 (P);986.719
Melilla;P.3. Gasto en consumo final de los hogares;2016;928.147
Melilla;P.3. Gasto en consumo final de los hogares;2017;995.956
Melilla;P.3. Gasto en consumo final de los hogares;2018;1.082.628
Melilla;P.3. Gasto en consumo final de los hogares;2019;1.075.381
Melilla;P.3. Gasto en consumo final de los hogares;2020;910.786
Melilla;P.3. Gasto en consumo final de los hogares;2021;961.449
Melilla;P.3. Gasto en consumo final de los hogares;2022 (P);1.066.578
Melilla;P.4. Consumo final efectivo de los hogares;2016;1.216.680
Melilla;P.4. Consumo final efectivo de los hogares;2017;1.293.574
Melilla;P.4. Consumo final efectivo de los hogares;2018;1.386.662
Melilla;P.4. Consumo final efectivo de los hogares;2019;1.405.697
Melilla;P.4. Consumo final efectivo de los hogares;2020;1.235.666
Melilla;P.4. Consumo final efectivo de los hogares;2021;1.303.308
Melilla;P.4. Consumo final efectivo de los hogares;2022 (P);1.412.475
TOTAL NACIONAL;01. Alimentos y bebidas no alcohólicas;2016;86.024.000
TOTAL NACIONAL;01. Alimentos y bebidas no alcohólicas;2017;87.103.000
TOTAL NACIONAL;01. Alimentos y bebidas no alcohólicas;2018;90.779.000
TOTAL NACIONAL;01. Alimentos y bebidas no alcohólicas;2019;92.472.000
TOTAL NACIONAL;01. Alimentos y bebidas no alcohólicas;2020;98.428.000
TOTAL NACIONAL;01. Alimentos y bebidas no alcohólicas;2021;97.523.000
TOTAL NACIONAL;01. Alimentos y bebidas no alcohólicas;2022 (P);103.735.000
TOTAL NACIONAL;02. Bebidas alcohólicas, tabaco y narcóticos;2016;27.915.000
TOTAL NACIONAL;02. Bebidas alcohólicas, tabaco y narcóticos;2017;28.025.000
TOTAL NACIONAL;02. Bebidas alcohólicas, tabaco y narcóticos;2018;28.179.000
TOTAL NACIONAL;02. Bebidas alcohólicas, tabaco y narcóticos;2019;28.445.000
TOTAL NACIONAL;02. Bebidas alcohólicas, tabaco y narcóticos;2020;29.392.000
TOTAL NACIONAL;02. Bebidas alcohólicas, tabaco y narcóticos;2021;29.635.000
TOTAL NACIONAL;02. Bebidas alcohólicas, tabaco y narcóticos;2022 (P);31.304.000
TOTAL NACIONAL;03. Artículos de vestir y calzado;2016;29.912.000
TOTAL NACIONAL;03. Artículos de vestir y calzado;2017;30.319.000
TOTAL NACIONAL;03. Artículos de vestir y calzado;2018;29.439.000
TOTAL NACIONAL;03. Artículos de vestir y calzado;2019;29.459.000
TOTAL NACIONAL;03. Artículos de vestir y calzado;2020;19.964.000
TOTAL NACIONAL;03. Artículos de vestir y calzado;2021;23.649.000
TOTAL NACIONAL;03. Artículos de vestir y calzado;2022 (P);27.101.000
TOTAL NACIONAL;04. Vivienda, agua, electricidad, gas y otros combustibles;2016;155.185.000
TOTAL NACIONAL;04. Vivienda, agua, electricidad, gas y otros combustibles;2017;159.305.000
TOTAL NACIONAL;04. Vivienda, agua, electricidad, gas y otros combustibles;2018;163.540.000
TOTAL NACIONAL;04. Vivienda, agua, electricidad, gas y otros combustibles;2019;167.101.000
TOTAL NACIONAL;04. Vivienda, agua, electricidad, gas y otros combustibles;2020;164.523.000
TOTAL NACIONAL;04. Vivienda, agua, electricidad, gas y otros combustibles;2021;173.024.000
TOTAL NACIONAL;04. Vivienda, agua, electricidad, gas y otros combustibles;2022 (P);182.175.000
TOTAL NACIONAL;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2016;30.995.000
TOTAL NACIONAL;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2017;32.282.000
TOTAL NACIONAL;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2018;32.638.000
TOTAL NACIONAL;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2019;32.197.000
TOTAL NACIONAL;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2020;27.978.000
TOTAL NACIONAL;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2021;32.496.000
TOTAL NACIONAL;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2022 (P);34.416.000
TOTAL NACIONAL;06. Salud;2016;27.822.000
TOTAL NACIONAL;06. Salud;2017;30.012.000
TOTAL NACIONAL;06. Salud;2018;31.679.000
TOTAL NACIONAL;06. Salud;2019;33.024.000
TOTAL NACIONAL;06. Salud;2020;31.561.000
TOTAL NACIONAL;06. Salud;2021;32.389.000
TOTAL NACIONAL;06. Salud;2022 (P);33.513.000
TOTAL NACIONAL;07. Transporte;2016;80.934.000
TOTAL NACIONAL;07. Transporte;2017;89.658.000
TOTAL NACIONAL;07. Transporte;2018;93.740.000
TOTAL NACIONAL;07. Transporte;2019;93.219.000
TOTAL NACIONAL;07. Transporte;2020;66.355.000
TOTAL NACIONAL;07. Transporte;2021;80.834.000
TOTAL NACIONAL;07. Transporte;2022 (P);95.478.000
TOTAL NACIONAL;08. Información y comunicación;2016;21.215.000
TOTAL NACIONAL;08. Información y comunicación;2017;22.054.000
TOTAL NACIONAL;08. Información y comunicación;2018;22.861.000
TOTAL NACIONAL;08. Información y comunicación;2019;22.592.000
TOTAL NACIONAL;08. Información y comunicación;2020;22.191.000
TOTAL NACIONAL;08. Información y comunicación;2021;23.519.000
TOTAL NACIONAL;08. Información y comunicación;2022 (P);25.134.000
TOTAL NACIONAL;09. Ocio, deporte y cultura;2016;45.451.000
TOTAL NACIONAL;09. Ocio, deporte y cultura;2017;48.616.000
TOTAL NACIONAL;09. Ocio, deporte y cultura;2018;50.182.000
TOTAL NACIONAL;09. Ocio, deporte y cultura;2019;51.964.000
TOTAL NACIONAL;09. Ocio, deporte y cultura;2020;30.705.000
TOTAL NACIONAL;09. Ocio, deporte y cultura;2021;40.405.000
TOTAL NACIONAL;09. Ocio, deporte y cultura;2022 (P);57.570.000
TOTAL NACIONAL;10. Servicios para la educación;2016;10.680.000
TOTAL NACIONAL;10. Servicios para la educación;2017;10.860.000
TOTAL NACIONAL;10. Servicios para la educación;2018;10.994.000
TOTAL NACIONAL;10. Servicios para la educación;2019;11.133.000
TOTAL NACIONAL;10. Servicios para la educación;2020;10.797.000
TOTAL NACIONAL;10. Servicios para la educación;2021;9.645.000
TOTAL NACIONAL;10. Servicios para la educación;2022 (P);9.786.000
TOTAL NACIONAL;11. Restaurantes y servicios de alojamiento;2016;96.090.000
TOTAL NACIONAL;11. Restaurantes y servicios de alojamiento;2017;104.968.000
TOTAL NACIONAL;11. Restaurantes y servicios de alojamiento;2018;107.105.000
TOTAL NACIONAL;11. Restaurantes y servicios de alojamiento;2019;110.603.000
TOTAL NACIONAL;11. Restaurantes y servicios de alojamiento;2020;58.721.000
TOTAL NACIONAL;11. Restaurantes y servicios de alojamiento;2021;82.494.000
TOTAL NACIONAL;11. Restaurantes y servicios de alojamiento;2022 (P);117.662.000
TOTAL NACIONAL;12. Seguros y servicios financieros;2016;28.305.000
TOTAL NACIONAL;12. Seguros y servicios financieros;2017;29.835.000
TOTAL NACIONAL;12. Seguros y servicios financieros;2018;33.037.000
TOTAL NACIONAL;12. Seguros y servicios financieros;2019;34.602.000
TOTAL NACIONAL;12. Seguros y servicios financieros;2020;35.784.000
TOTAL NACIONAL;12. Seguros y servicios financieros;2021;34.558.000
TOTAL NACIONAL;12. Seguros y servicios financieros;2022 (P);41.506.000
TOTAL NACIONAL;13. Cuidados personales, protección social y bienes y servicios varios;2016;34.991.000
TOTAL NACIONAL;13. Cuidados personales, protección social y bienes y servicios varios;2017;36.719.000
TOTAL NACIONAL;13. Cuidados personales, protección social y bienes y servicios varios;2018;37.565.000
TOTAL NACIONAL;13. Cuidados personales, protección social y bienes y servicios varios;2019;38.265.000
TOTAL NACIONAL;13. Cuidados personales, protección social y bienes y servicios varios;2020;32.161.000
TOTAL NACIONAL;13. Cuidados personales, protección social y bienes y servicios varios;2021;35.706.000
TOTAL NACIONAL;13. Cuidados personales, protección social y bienes y servicios varios;2022 (P);40.927.000
TOTAL NACIONAL;Total gasto en consumo final de los hogares interior;2016;675.519.000
TOTAL NACIONAL;Total gasto en consumo final de los hogares interior;2017;709.756.000
TOTAL NACIONAL;Total gasto en consumo final de los hogares interior;2018;731.738.000
TOTAL NACIONAL;Total gasto en consumo final de los hogares interior;2019;745.076.000
TOTAL NACIONAL;Total gasto en consumo final de los hogares interior;2020;628.560.000
TOTAL NACIONAL;Total gasto en consumo final de los hogares interior;2021;695.877.000
TOTAL NACIONAL;Total gasto en consumo final de los hogares interior;2022 (P);800.307.000
TOTAL NACIONAL;P.3. Gasto en consumo final de los hogares;2016;640.052.000
TOTAL NACIONAL;P.3. Gasto en consumo final de los hogares;2017;670.455.000
TOTAL NACIONAL;P.3. Gasto en consumo final de los hogares;2018;692.652.000
TOTAL NACIONAL;P.3. Gasto en consumo final de los hogares;2019;706.458.000
TOTAL NACIONAL;P.3. Gasto en consumo final de los hogares;2020;620.683.000
TOTAL NACIONAL;P.3. Gasto en consumo final de los hogares;2021;679.588.000
TOTAL NACIONAL;P.3. Gasto en consumo final de los hogares;2022 (P);759.001.000
TOTAL NACIONAL;P.4. Consumo final efectivo de los hogares;2016;775.073.000
TOTAL NACIONAL;P.4. Consumo final efectivo de los hogares;2017;808.965.000
TOTAL NACIONAL;P.4. Consumo final efectivo de los hogares;2018;836.030.000
TOTAL NACIONAL;P.4. Consumo final efectivo de los hogares;2019;858.434.000
TOTAL NACIONAL;P.4. Consumo final efectivo de los hogares;2020;781.200.000
TOTAL NACIONAL;P.4. Consumo final efectivo de los hogares;2021;850.832.000
TOTAL NACIONAL;P.4. Consumo final efectivo de los hogares;2022 (P);939.647.000
